foundation_model,target_key,outcome_type,family,cancer_type,endpoint,model_id,resource_selection_basis,representation_specific_qualification,default_inference,redistribution_status,matched_task,representation_effect_threshold_crossing,matched_q2,matched_balanced_accuracy,matched_auroc,object_crossed_representation_threshold,resource_scope,complete_operationalization_of_representation_atlas
GigaSSL,continuousrna_pathway_activityLUADHALLMARK_G2M_CHECKPOINT,continuous,rna_pathway_activity,LUAD,HALLMARK_G2M_CHECKPOINT,GigaSSL__rna_pathway_activity__LUAD__HALLMARK_G2M_CHECKPOINT,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.37604377104375,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUADHALLMARK_GLYCOLYSIS,continuous,rna_pathway_activity,LUAD,HALLMARK_GLYCOLYSIS,GigaSSL__rna_pathway_activity__LUAD__HALLMARK_GLYCOLYSIS,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.195062800737674,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUADHALLMARK_IL2_STAT5_SIGNALING,continuous,rna_pathway_activity,LUAD,HALLMARK_IL2_STAT5_SIGNALING,GigaSSL__rna_pathway_activity__LUAD__HALLMARK_IL2_STAT5_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.204306113894811,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUADHALLMARK_IL6_JAK_STAT3_SIGNALING,continuous,rna_pathway_activity,LUAD,HALLMARK_IL6_JAK_STAT3_SIGNALING,GigaSSL__rna_pathway_activity__LUAD__HALLMARK_IL6_JAK_STAT3_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.316303250171009,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUADHALLMARK_INFLAMMATORY_RESPONSE,continuous,rna_pathway_activity,LUAD,HALLMARK_INFLAMMATORY_RESPONSE,GigaSSL__rna_pathway_activity__LUAD__HALLMARK_INFLAMMATORY_RESPONSE,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.263488371690424,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUADHALLMARK_INTERFERON_ALPHA_RESPONSE,continuous,rna_pathway_activity,LUAD,HALLMARK_INTERFERON_ALPHA_RESPONSE,GigaSSL__rna_pathway_activity__LUAD__HALLMARK_INTERFERON_ALPHA_RESPONSE,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.18958090858549,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUADHALLMARK_INTERFERON_GAMMA_RESPONSE,continuous,rna_pathway_activity,LUAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,GigaSSL__rna_pathway_activity__LUAD__HALLMARK_INTERFERON_GAMMA_RESPONSE,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.262897788176654,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUADHALLMARK_KRAS_SIGNALING_UP,continuous,rna_pathway_activity,LUAD,HALLMARK_KRAS_SIGNALING_UP,GigaSSL__rna_pathway_activity__LUAD__HALLMARK_KRAS_SIGNALING_UP,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.233536123093794,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUADHALLMARK_MTORC1_SIGNALING,continuous,rna_pathway_activity,LUAD,HALLMARK_MTORC1_SIGNALING,GigaSSL__rna_pathway_activity__LUAD__HALLMARK_MTORC1_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.290378425376663,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUADHALLMARK_MYC_TARGETS_V1,continuous,rna_pathway_activity,LUAD,HALLMARK_MYC_TARGETS_V1,GigaSSL__rna_pathway_activity__LUAD__HALLMARK_MYC_TARGETS_V1,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.264760805364532,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUADHALLMARK_MYC_TARGETS_V2,continuous,rna_pathway_activity,LUAD,HALLMARK_MYC_TARGETS_V2,GigaSSL__rna_pathway_activity__LUAD__HALLMARK_MYC_TARGETS_V2,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.221413794126744,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUADHALLMARK_NOTCH_SIGNALING,continuous,rna_pathway_activity,LUAD,HALLMARK_NOTCH_SIGNALING,GigaSSL__rna_pathway_activity__LUAD__HALLMARK_NOTCH_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.101749540912754,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUADHALLMARK_P53_PATHWAY,continuous,rna_pathway_activity,LUAD,HALLMARK_P53_PATHWAY,GigaSSL__rna_pathway_activity__LUAD__HALLMARK_P53_PATHWAY,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.142190861266538,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUADHALLMARK_PI3K_AKT_MTOR_SIGNALING,continuous,rna_pathway_activity,LUAD,HALLMARK_PI3K_AKT_MTOR_SIGNALING,GigaSSL__rna_pathway_activity__LUAD__HALLMARK_PI3K_AKT_MTOR_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.270006436408766,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUADHALLMARK_SPERMATOGENESIS,continuous,rna_pathway_activity,LUAD,HALLMARK_SPERMATOGENESIS,GigaSSL__rna_pathway_activity__LUAD__HALLMARK_SPERMATOGENESIS,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.192539181672197,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUADHALLMARK_TNFA_SIGNALING_VIA_NFKB,continuous,rna_pathway_activity,LUAD,HALLMARK_TNFA_SIGNALING_VIA_NFKB,GigaSSL__rna_pathway_activity__LUAD__HALLMARK_TNFA_SIGNALING_VIA_NFKB,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.200981441562062,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUADHALLMARK_UNFOLDED_PROTEIN_RESPONSE,continuous,rna_pathway_activity,LUAD,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,GigaSSL__rna_pathway_activity__LUAD__HALLMARK_UNFOLDED_PROTEIN_RESPONSE,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.11950404030947,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUSCHALLMARK_ALLOGRAFT_REJECTION,continuous,rna_pathway_activity,LUSC,HALLMARK_ALLOGRAFT_REJECTION,GigaSSL__rna_pathway_activity__LUSC__HALLMARK_ALLOGRAFT_REJECTION,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.209326416913487,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUSCHALLMARK_ANGIOGENESIS,continuous,rna_pathway_activity,LUSC,HALLMARK_ANGIOGENESIS,GigaSSL__rna_pathway_activity__LUSC__HALLMARK_ANGIOGENESIS,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.172199064056993,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUSCHALLMARK_APICAL_JUNCTION,continuous,rna_pathway_activity,LUSC,HALLMARK_APICAL_JUNCTION,GigaSSL__rna_pathway_activity__LUSC__HALLMARK_APICAL_JUNCTION,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.207688783314195,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUSCHALLMARK_COAGULATION,continuous,rna_pathway_activity,LUSC,HALLMARK_COAGULATION,GigaSSL__rna_pathway_activity__LUSC__HALLMARK_COAGULATION,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.201117570949975,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUSCHALLMARK_DNA_REPAIR,continuous,rna_pathway_activity,LUSC,HALLMARK_DNA_REPAIR,GigaSSL__rna_pathway_activity__LUSC__HALLMARK_DNA_REPAIR,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.101896856651688,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUSCHALLMARK_E2F_TARGETS,continuous,rna_pathway_activity,LUSC,HALLMARK_E2F_TARGETS,GigaSSL__rna_pathway_activity__LUSC__HALLMARK_E2F_TARGETS,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.205511196662093,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUSCHALLMARK_G2M_CHECKPOINT,continuous,rna_pathway_activity,LUSC,HALLMARK_G2M_CHECKPOINT,GigaSSL__rna_pathway_activity__LUSC__HALLMARK_G2M_CHECKPOINT,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.142278635758751,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUSCHALLMARK_IL6_JAK_STAT3_SIGNALING,continuous,rna_pathway_activity,LUSC,HALLMARK_IL6_JAK_STAT3_SIGNALING,GigaSSL__rna_pathway_activity__LUSC__HALLMARK_IL6_JAK_STAT3_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.229507005548348,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUSCHALLMARK_MTORC1_SIGNALING,continuous,rna_pathway_activity,LUSC,HALLMARK_MTORC1_SIGNALING,GigaSSL__rna_pathway_activity__LUSC__HALLMARK_MTORC1_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,-0.00601904252861019,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUSCHALLMARK_MYC_TARGETS_V1,continuous,rna_pathway_activity,LUSC,HALLMARK_MYC_TARGETS_V1,GigaSSL__rna_pathway_activity__LUSC__HALLMARK_MYC_TARGETS_V1,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.0744861375803966,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUSCHALLMARK_MYC_TARGETS_V2,continuous,rna_pathway_activity,LUSC,HALLMARK_MYC_TARGETS_V2,GigaSSL__rna_pathway_activity__LUSC__HALLMARK_MYC_TARGETS_V2,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.072988184827081,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUSCHALLMARK_P53_PATHWAY,continuous,rna_pathway_activity,LUSC,HALLMARK_P53_PATHWAY,GigaSSL__rna_pathway_activity__LUSC__HALLMARK_P53_PATHWAY,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.175383193828537,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUSCHALLMARK_SPERMATOGENESIS,continuous,rna_pathway_activity,LUSC,HALLMARK_SPERMATOGENESIS,GigaSSL__rna_pathway_activity__LUSC__HALLMARK_SPERMATOGENESIS,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.136055954403421,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityLUSCHALLMARK_TNFA_SIGNALING_VIA_NFKB,continuous,rna_pathway_activity,LUSC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,GigaSSL__rna_pathway_activity__LUSC__HALLMARK_TNFA_SIGNALING_VIA_NFKB,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,TRUE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.210828169140423,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityMESOHALLMARK_APOPTOSIS,continuous,rna_pathway_activity,MESO,HALLMARK_APOPTOSIS,GigaSSL__rna_pathway_activity__MESO__HALLMARK_APOPTOSIS,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.220405889132912,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityMESOHALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,continuous,rna_pathway_activity,MESO,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,GigaSSL__rna_pathway_activity__MESO__HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.0860414264601371,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityMESOHALLMARK_IL2_STAT5_SIGNALING,continuous,rna_pathway_activity,MESO,HALLMARK_IL2_STAT5_SIGNALING,GigaSSL__rna_pathway_activity__MESO__HALLMARK_IL2_STAT5_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.219581289983853,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityMESOHALLMARK_IL6_JAK_STAT3_SIGNALING,continuous,rna_pathway_activity,MESO,HALLMARK_IL6_JAK_STAT3_SIGNALING,GigaSSL__rna_pathway_activity__MESO__HALLMARK_IL6_JAK_STAT3_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.155210370645646,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityMESOHALLMARK_INTERFERON_GAMMA_RESPONSE,continuous,rna_pathway_activity,MESO,HALLMARK_INTERFERON_GAMMA_RESPONSE,GigaSSL__rna_pathway_activity__MESO__HALLMARK_INTERFERON_GAMMA_RESPONSE,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,-0.289204084316444,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityMESOHALLMARK_MTORC1_SIGNALING,continuous,rna_pathway_activity,MESO,HALLMARK_MTORC1_SIGNALING,GigaSSL__rna_pathway_activity__MESO__HALLMARK_MTORC1_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.00262264251895483,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityOVHALLMARK_ADIPOGENESIS,continuous,rna_pathway_activity,OV,HALLMARK_ADIPOGENESIS,GigaSSL__rna_pathway_activity__OV__HALLMARK_ADIPOGENESIS,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,-0.0932432396794221,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityOVHALLMARK_ALLOGRAFT_REJECTION,continuous,rna_pathway_activity,OV,HALLMARK_ALLOGRAFT_REJECTION,GigaSSL__rna_pathway_activity__OV__HALLMARK_ALLOGRAFT_REJECTION,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.112933249776885,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityOVHALLMARK_ANDROGEN_RESPONSE,continuous,rna_pathway_activity,OV,HALLMARK_ANDROGEN_RESPONSE,GigaSSL__rna_pathway_activity__OV__HALLMARK_ANDROGEN_RESPONSE,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.149149085195296,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityOVHALLMARK_CHOLESTEROL_HOMEOSTASIS,continuous,rna_pathway_activity,OV,HALLMARK_CHOLESTEROL_HOMEOSTASIS,GigaSSL__rna_pathway_activity__OV__HALLMARK_CHOLESTEROL_HOMEOSTASIS,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.129598450685285,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityOVHALLMARK_COAGULATION,continuous,rna_pathway_activity,OV,HALLMARK_COAGULATION,GigaSSL__rna_pathway_activity__OV__HALLMARK_COAGULATION,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,-0.0499925560545238,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityOVHALLMARK_ESTROGEN_RESPONSE_EARLY,continuous,rna_pathway_activity,OV,HALLMARK_ESTROGEN_RESPONSE_EARLY,GigaSSL__rna_pathway_activity__OV__HALLMARK_ESTROGEN_RESPONSE_EARLY,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,-0.080250692660345,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityOVHALLMARK_ESTROGEN_RESPONSE_LATE,continuous,rna_pathway_activity,OV,HALLMARK_ESTROGEN_RESPONSE_LATE,GigaSSL__rna_pathway_activity__OV__HALLMARK_ESTROGEN_RESPONSE_LATE,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,TRUE,0.267194151307715,,,TRUE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityOVHALLMARK_FATTY_ACID_METABOLISM,continuous,rna_pathway_activity,OV,HALLMARK_FATTY_ACID_METABOLISM,GigaSSL__rna_pathway_activity__OV__HALLMARK_FATTY_ACID_METABOLISM,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,-0.0838856984049732,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityOVHALLMARK_HYPOXIA,continuous,rna_pathway_activity,OV,HALLMARK_HYPOXIA,GigaSSL__rna_pathway_activity__OV__HALLMARK_HYPOXIA,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,0.123480423796219,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
GigaSSL,continuousrna_pathway_activityOVHALLMARK_IL2_STAT5_SIGNALING,continuous,rna_pathway_activity,OV,HALLMARK_IL2_STAT5_SIGNALING,GigaSSL__rna_pathway_activity__OV__HALLMARK_IL2_STAT5_SIGNALING,endpoint inherited from the permutation/FDR-qualified TITAN catalogue; not selected by this representation's performance,matched-cohort nested-CV estimate only; no representation-specific permutation/FDR qualification,FALSE,access-controlled private artifact; no public release claimed,TRUE,FALSE,-0.0922865615355026,,,FALSE,shared TITAN-qualified targets eligible in the matched common cohort; not the representation-specific crossing set,FALSE
