family,tumor_type,endpoint,empirical_ba_consensus,auroc_tuned_ba_consensus,auroc_tuned_auroc_consensus,empirical_ba_crossing_count,auroc_tuned_ba_crossing_count,auroc_tuned_auroc_crossing_count,baseline_auroc_winner,auroc_tuned_winner,maximum_auroc_tuning_change,empirical_to_auroc_tuned_ba_consensus_changed,auroc_tuned_ba_to_auroc_consensus_changed,auroc_winner_changed
driver_mutation,UCEC,CHD3,exactly two,all three,all three,2,3,3,TITAN,TITAN,0.0459188868148648,TRUE,FALSE,FALSE
driver_mutation,UCEC,CHD4,none,none,representation specific,0,0,1,ProvGigaPath,ProvGigaPath,0.0353886235345207,FALSE,TRUE,FALSE
driver_mutation,UCEC,CTCF,none,exactly two,all three,0,2,3,GigaSSL,GigaSSL,0.0178952991452985,TRUE,TRUE,FALSE
driver_mutation,UCEC,CTNNB1,representation specific,none,exactly two,1,0,2,TITAN,TITAN,0.0525908119658117,TRUE,TRUE,FALSE
driver_mutation,UCEC,CTNND1,none,none,representation specific,0,0,1,TITAN,TITAN,0.129624554672513,FALSE,TRUE,FALSE
driver_mutation,UCEC,DICER1,none,exactly two,representation specific,0,2,1,TITAN,TITAN,0.0479152580572462,TRUE,TRUE,FALSE
driver_mutation,UCEC,EP300,none,none,representation specific,0,0,1,TITAN,TITAN,0.0477990033222596,FALSE,TRUE,FALSE
driver_mutation,UCEC,ERBB2,none,none,none,0,0,0,TITAN,TITAN,0.032277657266811,FALSE,FALSE,FALSE
driver_mutation,UCEC,ERBB3,none,none,representation specific,0,0,1,TITAN,TITAN,0.0280138339920952,FALSE,TRUE,FALSE
driver_mutation,UCEC,FAT1,none,none,representation specific,0,0,1,GigaSSL,GigaSSL,0.0159381791837717,FALSE,TRUE,FALSE
driver_mutation,UCEC,FBXW7,none,representation specific,exactly two,0,1,2,GigaSSL,GigaSSL,0.0873768472906406,TRUE,TRUE,FALSE
driver_mutation,UCEC,FGFR2,none,none,representation specific,0,0,1,TITAN,TITAN,0.0390584686222363,FALSE,TRUE,FALSE
driver_mutation,UCEC,FOXA2,none,representation specific,exactly two,0,1,2,ProvGigaPath,ProvGigaPath,0.0800438596491232,TRUE,TRUE,FALSE
driver_mutation,UCEC,INPPL1,none,representation specific,representation specific,0,1,1,TITAN,TITAN,0.075664451827242,TRUE,FALSE,FALSE
driver_mutation,UCEC,KANSL1,representation specific,exactly two,all three,1,2,3,ProvGigaPath,TITAN,0.0849609786964771,TRUE,TRUE,TRUE
driver_mutation,UCEC,KMT2B,none,representation specific,representation specific,0,1,1,TITAN,TITAN,0.0166399572649577,TRUE,FALSE,FALSE
driver_mutation,UCEC,KMT2C,representation specific,representation specific,representation specific,1,1,1,TITAN,TITAN,0.0171368146051694,FALSE,FALSE,FALSE
driver_mutation,UCEC,KRAS,none,representation specific,exactly two,0,1,2,TITAN,TITAN,0.0262155159274504,TRUE,TRUE,FALSE
driver_mutation,UCEC,MAP3K1,none,representation specific,exactly two,0,1,2,ProvGigaPath,TITAN,0.0935321100917436,TRUE,TRUE,TRUE
driver_mutation,UCEC,MSH6,none,exactly two,exactly two,0,2,2,TITAN,TITAN,0.0315137614678896,TRUE,FALSE,FALSE
driver_mutation,UCEC,NFE2L2,none,none,none,0,0,0,GigaSSL,GigaSSL,0.0550167224080273,FALSE,FALSE,FALSE
driver_mutation,UCEC,PBRM1,none,none,exactly two,0,0,2,TITAN,ProvGigaPath,0.0768544280539664,FALSE,TRUE,TRUE
driver_mutation,UCEC,PDS5B,none,exactly two,all three,0,2,3,GigaSSL,TITAN,0.0963642213642216,TRUE,TRUE,TRUE
driver_mutation,UCEC,PIK3CA,none,none,none,0,0,0,ProvGigaPath,TITAN,0.0307662808534379,FALSE,FALSE,TRUE
driver_mutation,UCEC,PIK3R1,none,none,none,0,0,0,TITAN,TITAN,0.0189252077562331,FALSE,FALSE,FALSE
driver_mutation,UCEC,PPP2R1A,none,exactly two,all three,0,2,3,TITAN,TITAN,0.124757902430111,TRUE,TRUE,FALSE
driver_mutation,UCEC,PTEN,all three,all three,all three,3,3,3,TITAN,TITAN,0.0077944179714089,FALSE,FALSE,FALSE
driver_mutation,UCEC,RB1,none,none,representation specific,0,0,1,ProvGigaPath,TITAN,0.0625299577323629,FALSE,TRUE,TRUE
driver_mutation,UCEC,RPL22,none,representation specific,representation specific,0,1,1,TITAN,TITAN,0.13168449197861,TRUE,FALSE,FALSE
driver_mutation,UCEC,SCAF4,none,representation specific,all three,0,1,3,TITAN,TITAN,0.0502003796667373,TRUE,TRUE,FALSE
driver_mutation,UCEC,SIN3A,none,representation specific,all three,0,1,3,TITAN,TITAN,0.0561738964992384,TRUE,TRUE,FALSE
driver_mutation,UCEC,SMC1A,none,representation specific,exactly two,0,1,2,TITAN,TITAN,0.0475615517874953,TRUE,TRUE,FALSE
driver_mutation,UCEC,SOS1,none,none,representation specific,0,0,1,ProvGigaPath,ProvGigaPath,0.0509563965446318,FALSE,TRUE,FALSE
driver_mutation,UCEC,SOX17,none,exactly two,exactly two,0,2,2,TITAN,ProvGigaPath,0.0570815450643779,TRUE,FALSE,TRUE
driver_mutation,UCEC,SPOP,none,none,none,0,0,0,TITAN,ProvGigaPath,0.0628923766816143,FALSE,FALSE,TRUE
driver_mutation,UCEC,TAF1,none,representation specific,exactly two,0,1,2,TITAN,TITAN,0.0376231527093597,TRUE,TRUE,FALSE
driver_mutation,UCEC,TP53,all three,all three,all three,3,3,3,TITAN,TITAN,0.0557450540882958,FALSE,FALSE,FALSE
driver_mutation,UCEC,ZFHX3,none,none,representation specific,0,0,1,TITAN,TITAN,0.0362980769230771,FALSE,TRUE,FALSE
driver_mutation,UCEC,ZMYM2,none,representation specific,representation specific,0,1,1,GigaSSL,GigaSSL,0.0512229705778091,TRUE,FALSE,FALSE
driver_mutation,UCS,FBXW7,none,none,none,0,0,0,GigaSSL,GigaSSL,0.0952380952380956,FALSE,FALSE,FALSE
driver_mutation,UVM,GNA11,none,none,none,0,0,0,ProvGigaPath,GigaSSL,0.0513833992094857,FALSE,FALSE,TRUE
driver_mutation,UVM,GNAQ,representation specific,none,representation specific,1,0,1,TITAN,TITAN,0.0520000000000001,TRUE,TRUE,FALSE
fusion,BLCA,Any called fusion,representation specific,all three,all three,1,3,3,GigaSSL,TITAN,0.050739247311828,TRUE,FALSE,TRUE
fusion,CESC,Any called fusion,none,none,none,0,0,0,GigaSSL,GigaSSL,0.0194609039154182,FALSE,FALSE,FALSE
fusion,COAD,Any called fusion,none,none,representation specific,0,0,1,TITAN,TITAN,0.0179449360865293,FALSE,TRUE,FALSE
fusion,DLBC,Any called fusion,none,none,exactly two,0,0,2,GigaSSL,ProvGigaPath,0.049586776859504,FALSE,TRUE,TRUE
fusion,ESCA,Any called fusion,none,none,none,0,0,0,TITAN,ProvGigaPath,0.0606183067286319,FALSE,FALSE,TRUE
fusion,HNSC,Any called fusion,none,none,none,0,0,0,GigaSSL,GigaSSL,0.0310959518000301,FALSE,FALSE,FALSE
fusion,KIRC,Any called fusion,none,none,none,0,0,0,TITAN,TITAN,0.0305798923137533,FALSE,FALSE,FALSE
fusion,KIRP,Any called fusion,none,exactly two,exactly two,0,2,2,TITAN,TITAN,0.0446527888129673,TRUE,FALSE,FALSE
fusion,LGG,Any called fusion,all three,all three,all three,3,3,3,TITAN,TITAN,0.0256094266999795,FALSE,FALSE,FALSE
fusion,LIHC,Any called fusion,none,none,all three,0,0,3,GigaSSL,ProvGigaPath,0.0276997189883579,FALSE,TRUE,TRUE
fusion,LUAD,Any called fusion,none,representation specific,representation specific,0,1,1,TITAN,TITAN,0.065192185054206,TRUE,FALSE,FALSE
fusion,LUSC,Any called fusion,none,none,none,0,0,0,ProvGigaPath,TITAN,0.040146489773355,FALSE,FALSE,TRUE
fusion,MESO,Any called fusion,representation specific,none,exactly two,1,0,2,ProvGigaPath,GigaSSL,0.0192,TRUE,TRUE,TRUE
fusion,PAAD,Any called fusion,representation specific,none,representation specific,1,0,1,TITAN,TITAN,0.0264857881136954,TRUE,TRUE,FALSE
fusion,PCPG,Any called fusion,none,none,none,0,0,0,TITAN,ProvGigaPath,0.0698343146652061,FALSE,FALSE,TRUE
fusion,PRAD,Any called fusion,none,none,representation specific,0,0,1,GigaSSL,ProvGigaPath,0.0921599169262717,FALSE,TRUE,TRUE
fusion,PRAD,Fusion pair: TMPRSS2--ERG,representation specific,representation specific,all three,1,1,3,TITAN,TITAN,0.0393536695862277,FALSE,TRUE,FALSE
fusion,READ,Any called fusion,none,none,representation specific,0,0,1,TITAN,TITAN,0.0495804729214336,FALSE,TRUE,FALSE
fusion,SARC,Any called fusion,representation specific,representation specific,representation specific,1,1,1,TITAN,GigaSSL,0.131301440329218,FALSE,FALSE,TRUE
fusion,SKCM,Any called fusion,none,none,none,0,0,0,GigaSSL,GigaSSL,0.0354969574036512,FALSE,FALSE,FALSE
fusion,STAD,Any called fusion,none,none,none,0,0,0,TITAN,TITAN,0.0434384164222874,FALSE,FALSE,FALSE
fusion,TGCT,Any called fusion,none,none,none,0,0,0,GigaSSL,TITAN,0.0242937853107347,FALSE,FALSE,TRUE
fusion,THCA,Any called fusion,exactly two,all three,all three,2,3,3,ProvGigaPath,ProvGigaPath,0.0470814920309129,TRUE,FALSE,FALSE
fusion,THCA,Fusion pair: CCDC6--RET,representation specific,exactly two,exactly two,1,2,2,TITAN,TITAN,0.0247881355932208,TRUE,FALSE,FALSE
fusion,THYM,Any called fusion,none,representation specific,representation specific,0,1,1,GigaSSL,GigaSSL,0.0751547303271441,TRUE,FALSE,FALSE
fusion,UCEC,Any called fusion,all three,all three,all three,3,3,3,TITAN,TITAN,0.026041666666667,FALSE,FALSE,FALSE
microsatellite_instability,COAD,MSI-H (MANTIS >0.4),all three,all three,all three,3,3,3,ProvGigaPath,TITAN,0.0331878484075886,FALSE,FALSE,TRUE
microsatellite_instability,STAD,MSI-H (MANTIS >0.4),all three,all three,all three,3,3,3,TITAN,TITAN,0.0302352815926756,FALSE,FALSE,FALSE
microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),representation specific,exactly two,all three,1,2,3,TITAN,TITAN,0.042081668453367,TRUE,TRUE,FALSE
microsatellite_instability_sensitivity,COAD,MSI-H strict (MANTIS >0.6),all three,all three,all three,3,3,3,TITAN,TITAN,0.0314894096439836,FALSE,FALSE,FALSE
microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),all three,all three,all three,3,3,3,TITAN,TITAN,0.0633063306330631,FALSE,FALSE,FALSE
microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),exactly two,exactly two,exactly two,2,2,2,TITAN,TITAN,0.0200364817876072,FALSE,FALSE,FALSE
oncogenic_pathway,BLCA,Cell Cycle,none,none,representation specific,0,0,1,TITAN,TITAN,0.0606317774634609,FALSE,TRUE,FALSE
oncogenic_pathway,BLCA,HIPPO,none,none,none,0,0,0,GigaSSL,ProvGigaPath,0.0448229493500675,FALSE,FALSE,TRUE
oncogenic_pathway,BLCA,MYC,none,exactly two,all three,0,2,3,GigaSSL,GigaSSL,0.087649985367281,TRUE,TRUE,FALSE
oncogenic_pathway,BLCA,NOTCH,none,none,none,0,0,0,ProvGigaPath,ProvGigaPath,0.0525303344184671,FALSE,FALSE,FALSE
oncogenic_pathway,BLCA,NRF2,none,none,none,0,0,0,ProvGigaPath,ProvGigaPath,0.00678152492668604,FALSE,FALSE,FALSE
oncogenic_pathway,BLCA,PI3K,none,none,none,0,0,0,ProvGigaPath,ProvGigaPath,0.0229208924949287,FALSE,FALSE,FALSE
oncogenic_pathway,BLCA,RTK RAS,none,none,representation specific,0,0,1,TITAN,TITAN,0.00997150997150986,FALSE,TRUE,FALSE
oncogenic_pathway,BLCA,TGF-Beta,none,none,none,0,0,0,GigaSSL,GigaSSL,0.0448028673835126,FALSE,FALSE,FALSE
oncogenic_pathway,BLCA,TP53,exactly two,representation specific,all three,2,1,3,ProvGigaPath,TITAN,0.0483308877476153,TRUE,TRUE,TRUE
oncogenic_pathway,BLCA,WNT,none,none,representation specific,0,0,1,TITAN,TITAN,0.0426818014027313,FALSE,TRUE,FALSE
oncogenic_pathway,CESC,Cell Cycle,none,none,none,0,0,0,ProvGigaPath,TITAN,0.0440533701403262,FALSE,FALSE,TRUE
oncogenic_pathway,CESC,HIPPO,none,none,none,0,0,0,GigaSSL,GigaSSL,0.0411082052958481,FALSE,FALSE,FALSE
oncogenic_pathway,CESC,NOTCH,none,none,representation specific,0,0,1,TITAN,TITAN,0.0383162863886704,FALSE,TRUE,FALSE
oncogenic_pathway,CESC,NRF2,none,none,none,0,0,0,GigaSSL,ProvGigaPath,0.0486175115207371,FALSE,FALSE,TRUE
oncogenic_pathway,CESC,PI3K,none,none,none,0,0,0,TITAN,TITAN,0.048394160583942,FALSE,FALSE,FALSE
oncogenic_pathway,CESC,RTK RAS,none,none,none,0,0,0,GigaSSL,GigaSSL,0.0526998169615618,FALSE,FALSE,FALSE
oncogenic_pathway,CESC,TGF-Beta,none,none,none,0,0,0,GigaSSL,GigaSSL,0.0386473429951689,FALSE,FALSE,FALSE
oncogenic_pathway,CESC,TP53,none,none,none,0,0,0,TITAN,TITAN,0.0109922756981576,FALSE,FALSE,FALSE
oncogenic_pathway,CESC,WNT,none,none,none,0,0,0,ProvGigaPath,TITAN,0.0928353658536587,FALSE,FALSE,TRUE
oncogenic_pathway,COAD,Cell Cycle,none,none,representation specific,0,0,1,TITAN,TITAN,0.0413297394429473,FALSE,TRUE,FALSE
oncogenic_pathway,COAD,HIPPO,representation specific,none,all three,1,0,3,ProvGigaPath,TITAN,0.0178266178266182,TRUE,TRUE,TRUE
oncogenic_pathway,COAD,MYC,none,none,representation specific,0,0,1,TITAN,TITAN,0.0163934426229504,FALSE,TRUE,FALSE
oncogenic_pathway,COAD,NOTCH,none,representation specific,all three,0,1,3,TITAN,TITAN,0.0472914503288339,TRUE,TRUE,FALSE
oncogenic_pathway,COAD,PI3K,none,representation specific,all three,0,1,3,GigaSSL,TITAN,0.0278378378378376,TRUE,TRUE,TRUE
oncogenic_pathway,COAD,RTK RAS,representation specific,all three,all three,1,3,3,ProvGigaPath,TITAN,0.0167329864299557,TRUE,FALSE,TRUE
oncogenic_pathway,COAD,TGF-Beta,representation specific,exactly two,exactly two,1,2,2,TITAN,ProvGigaPath,0.0295964125560542,TRUE,FALSE,TRUE
oncogenic_pathway,COAD,TP53,all three,all three,all three,3,3,3,TITAN,TITAN,0.0173494983277592,FALSE,FALSE,FALSE
oncogenic_pathway,COAD,WNT,none,representation specific,none,0,1,0,ProvGigaPath,TITAN,0.0889237199582023,TRUE,TRUE,TRUE
oncogenic_pathway,ESCA,HIPPO,none,none,representation specific,0,0,1,GigaSSL,GigaSSL,0.0473684210526314,FALSE,TRUE,FALSE
oncogenic_pathway,ESCA,MYC,none,none,none,0,0,0,GigaSSL,GigaSSL,0.0081775700934581,FALSE,FALSE,FALSE
oncogenic_pathway,ESCA,NOTCH,none,none,none,0,0,0,ProvGigaPath,ProvGigaPath,0.0334928229665072,FALSE,FALSE,FALSE
oncogenic_pathway,ESCA,NRF2,exactly two,all three,all three,2,3,3,GigaSSL,GigaSSL,0.119269619269619,TRUE,FALSE,FALSE
oncogenic_pathway,ESCA,PI3K,representation specific,none,representation specific,1,0,1,TITAN,TITAN,0.0383474576271191,TRUE,TRUE,FALSE
oncogenic_pathway,ESCA,RTK RAS,none,none,none,0,0,0,TITAN,TITAN,0.0172995780590715,FALSE,FALSE,FALSE
oncogenic_pathway,ESCA,TGF-Beta,none,none,representation specific,0,0,1,TITAN,TITAN,0.0677331518039487,FALSE,TRUE,FALSE
oncogenic_pathway,ESCA,WNT,none,representation specific,representation specific,0,1,1,ProvGigaPath,GigaSSL,0.10971685971686,TRUE,FALSE,TRUE
oncogenic_pathway,GBM,PI3K,none,none,none,0,0,0,TITAN,TITAN,0.0362903225806453,FALSE,FALSE,FALSE
oncogenic_pathway,GBM,TP53,exactly two,exactly two,all three,2,2,3,TITAN,TITAN,0.0637958532695372,FALSE,TRUE,FALSE
oncogenic_pathway,HNSC,Cell Cycle,none,none,representation specific,0,0,1,TITAN,TITAN,0.0384412650602415,FALSE,TRUE,FALSE
oncogenic_pathway,HNSC,HIPPO,representation specific,none,exactly two,1,0,2,TITAN,TITAN,0.00801282051282071,TRUE,TRUE,FALSE
oncogenic_pathway,HNSC,MYC,none,none,none,0,0,0,TITAN,TITAN,0.0105558114540149,FALSE,FALSE,FALSE
oncogenic_pathway,HNSC,NOTCH,none,none,none,0,0,0,TITAN,TITAN,0.0143759586138772,FALSE,FALSE,FALSE
oncogenic_pathway,HNSC,NRF2,none,exactly two,all three,0,2,3,GigaSSL,ProvGigaPath,0.12756906077348,TRUE,TRUE,TRUE
oncogenic_pathway,HNSC,PI3K,representation specific,none,representation specific,1,0,1,TITAN,TITAN,0.0053719008264459,TRUE,TRUE,FALSE
oncogenic_pathway,HNSC,RTK RAS,none,none,none,0,0,0,GigaSSL,TITAN,0.0207771571648691,FALSE,FALSE,TRUE
oncogenic_pathway,HNSC,TGF-Beta,none,none,none,0,0,0,TITAN,TITAN,0.0402441547692947,FALSE,FALSE,FALSE
oncogenic_pathway,HNSC,TP53,all three,representation specific,all three,3,1,3,GigaSSL,GigaSSL,0.0508653846153848,TRUE,TRUE,FALSE
oncogenic_pathway,HNSC,WNT,none,none,none,0,0,0,TITAN,ProvGigaPath,0.0400053879310346,FALSE,FALSE,TRUE
oncogenic_pathway,KICH,TP53,none,representation specific,representation specific,0,1,1,TITAN,TITAN,0.0303030303030306,TRUE,FALSE,FALSE
oncogenic_pathway,KIRC,Cell Cycle,none,none,none,0,0,0,GigaSSL,GigaSSL,0.0173716864072197,FALSE,FALSE,FALSE
oncogenic_pathway,KIRC,NOTCH,none,none,none,0,0,0,TITAN,GigaSSL,0.102150537634408,FALSE,FALSE,TRUE
oncogenic_pathway,KIRC,PI3K,none,exactly two,exactly two,0,2,2,GigaSSL,TITAN,0.150276963180188,TRUE,FALSE,TRUE
oncogenic_pathway,KIRC,RTK RAS,none,none,representation specific,0,0,1,GigaSSL,GigaSSL,0.0229816887834532,FALSE,TRUE,FALSE
oncogenic_pathway,KIRC,WNT,representation specific,none,none,1,0,0,ProvGigaPath,GigaSSL,0.080565268065268,TRUE,FALSE,TRUE
oncogenic_pathway,KIRP,Cell Cycle,exactly two,all three,all three,2,3,3,TITAN,TITAN,0.113816189896531,TRUE,FALSE,FALSE
oncogenic_pathway,KIRP,HIPPO,none,representation specific,exactly two,0,1,2,GigaSSL,TITAN,0.0550808666463228,TRUE,TRUE,TRUE
oncogenic_pathway,KIRP,NOTCH,none,none,none,0,0,0,ProvGigaPath,ProvGigaPath,0.0452188940092167,FALSE,FALSE,FALSE
oncogenic_pathway,KIRP,PI3K,none,none,none,0,0,0,TITAN,GigaSSL,0.0858770858770859,FALSE,FALSE,TRUE
oncogenic_pathway,KIRP,RTK RAS,representation specific,representation specific,representation specific,1,1,1,ProvGigaPath,ProvGigaPath,0.0266040688575898,FALSE,FALSE,FALSE
oncogenic_pathway,KIRP,WNT,none,representation specific,exactly two,0,1,2,ProvGigaPath,ProvGigaPath,0.112193362193362,TRUE,TRUE,FALSE
oncogenic_pathway,LGG,Cell Cycle,representation specific,none,all three,1,0,3,GigaSSL,TITAN,0.0651154302399857,TRUE,TRUE,TRUE
oncogenic_pathway,LGG,HIPPO,all three,all three,all three,3,3,3,TITAN,TITAN,0.0175125459154633,FALSE,FALSE,FALSE
oncogenic_pathway,LGG,MYC,none,none,none,0,0,0,TITAN,GigaSSL,0.0507726269315678,FALSE,FALSE,TRUE
oncogenic_pathway,LGG,NOTCH,none,none,none,0,0,0,TITAN,TITAN,0.0189519852262235,FALSE,FALSE,FALSE
oncogenic_pathway,LGG,PI3K,none,none,none,0,0,0,TITAN,ProvGigaPath,0.0456906502500958,FALSE,FALSE,TRUE
oncogenic_pathway,LGG,RTK RAS,all three,all three,all three,3,3,3,TITAN,TITAN,0.0317704988225216,FALSE,FALSE,FALSE
oncogenic_pathway,LGG,TGF-Beta,representation specific,all three,all three,1,3,3,TITAN,TITAN,0.0559500328731095,TRUE,FALSE,FALSE
oncogenic_pathway,LGG,TP53,all three,all three,all three,3,3,3,TITAN,TITAN,0.0234840094143705,FALSE,FALSE,FALSE
oncogenic_pathway,LGG,WNT,all three,all three,all three,3,3,3,TITAN,TITAN,0.0720828789531076,FALSE,FALSE,FALSE
oncogenic_pathway,LIHC,Cell Cycle,all three,exactly two,all three,3,2,3,TITAN,TITAN,0.0215401410816256,TRUE,TRUE,FALSE
oncogenic_pathway,LIHC,HIPPO,none,none,none,0,0,0,TITAN,ProvGigaPath,0.0454691259021655,FALSE,FALSE,TRUE
oncogenic_pathway,LIHC,MYC,none,none,representation specific,0,0,1,ProvGigaPath,ProvGigaPath,0.0274725274725273,FALSE,TRUE,FALSE
oncogenic_pathway,LIHC,NOTCH,none,none,none,0,0,0,GigaSSL,ProvGigaPath,0.0433104227473871,FALSE,FALSE,TRUE
oncogenic_pathway,LIHC,NRF2,none,none,none,0,0,0,TITAN,TITAN,0.0662393162393162,FALSE,FALSE,FALSE
oncogenic_pathway,LIHC,PI3K,none,none,none,0,0,0,TITAN,TITAN,0.0600019124115507,FALSE,FALSE,FALSE
oncogenic_pathway,LIHC,RTK RAS,none,none,representation specific,0,0,1,TITAN,TITAN,0.0560889074402592,FALSE,TRUE,FALSE
oncogenic_pathway,LIHC,TGF-Beta,none,none,none,0,0,0,ProvGigaPath,ProvGigaPath,0.0527238403451991,FALSE,FALSE,FALSE
oncogenic_pathway,LIHC,TP53,representation specific,all three,all three,1,3,3,GigaSSL,TITAN,0.0493443754313314,TRUE,FALSE,TRUE
oncogenic_pathway,LIHC,WNT,representation specific,representation specific,representation specific,1,1,1,TITAN,TITAN,0.0307410124724867,FALSE,FALSE,FALSE
oncogenic_pathway,LUAD,Cell Cycle,none,none,exactly two,0,0,2,GigaSSL,TITAN,0.0485084838533111,FALSE,TRUE,TRUE
oncogenic_pathway,LUAD,HIPPO,none,none,none,0,0,0,TITAN,TITAN,0.00676096181046704,FALSE,FALSE,FALSE
oncogenic_pathway,LUAD,MYC,none,none,none,0,0,0,ProvGigaPath,ProvGigaPath,0.0269780158464452,FALSE,FALSE,FALSE
oncogenic_pathway,LUAD,NOTCH,none,none,none,0,0,0,ProvGigaPath,TITAN,0.0324421923233732,FALSE,FALSE,TRUE
oncogenic_pathway,LUAD,NRF2,none,exactly two,exactly two,0,2,2,GigaSSL,GigaSSL,0.070324005891016,TRUE,FALSE,FALSE
oncogenic_pathway,LUAD,PI3K,none,none,none,0,0,0,TITAN,TITAN,0.0468484169467615,FALSE,FALSE,FALSE
oncogenic_pathway,LUAD,RTK RAS,none,none,representation specific,0,0,1,GigaSSL,GigaSSL,0.0426506781169812,FALSE,TRUE,FALSE
oncogenic_pathway,LUAD,TGF-Beta,none,representation specific,representation specific,0,1,1,ProvGigaPath,TITAN,0.182594417077176,TRUE,FALSE,TRUE
oncogenic_pathway,LUAD,TP53,all three,all three,all three,3,3,3,ProvGigaPath,TITAN,0.0181038393335803,FALSE,FALSE,TRUE
oncogenic_pathway,LUAD,WNT,none,none,none,0,0,0,TITAN,ProvGigaPath,0.0291339676366418,FALSE,FALSE,TRUE
oncogenic_pathway,LUSC,Cell Cycle,none,none,none,0,0,0,GigaSSL,GigaSSL,0.0524566148298397,FALSE,FALSE,FALSE
oncogenic_pathway,LUSC,HIPPO,none,none,none,0,0,0,GigaSSL,TITAN,0.0260426151884902,FALSE,FALSE,TRUE
oncogenic_pathway,LUSC,MYC,none,none,none,0,0,0,ProvGigaPath,TITAN,0.0556822040064028,FALSE,FALSE,TRUE
oncogenic_pathway,LUSC,NOTCH,none,none,none,0,0,0,ProvGigaPath,ProvGigaPath,0.00595907622352554,FALSE,FALSE,FALSE
oncogenic_pathway,LUSC,NRF2,none,representation specific,all three,0,1,3,TITAN,TITAN,0.0351544204755219,TRUE,TRUE,FALSE
oncogenic_pathway,LUSC,PI3K,none,none,representation specific,0,0,1,ProvGigaPath,TITAN,0.0309680507359099,FALSE,TRUE,TRUE
oncogenic_pathway,LUSC,RTK RAS,none,none,none,0,0,0,TITAN,TITAN,0.0208912215704437,FALSE,FALSE,FALSE
oncogenic_pathway,LUSC,TGF-Beta,none,none,none,0,0,0,ProvGigaPath,TITAN,0.071316994344196,FALSE,FALSE,TRUE
oncogenic_pathway,LUSC,TP53,none,none,none,0,0,0,TITAN,ProvGigaPath,0.0513883653725342,FALSE,FALSE,TRUE
oncogenic_pathway,LUSC,WNT,none,none,none,0,0,0,ProvGigaPath,ProvGigaPath,0.0460996545945758,FALSE,FALSE,FALSE
oncogenic_pathway,MESO,Cell Cycle,none,none,exactly two,0,0,2,ProvGigaPath,ProvGigaPath,0.0555555555555555,FALSE,TRUE,FALSE
oncogenic_pathway,MESO,HIPPO,none,none,none,0,0,0,ProvGigaPath,ProvGigaPath,0.0628768303186912,FALSE,FALSE,FALSE
oncogenic_pathway,PAAD,Cell Cycle,none,none,none,0,0,0,TITAN,TITAN,0.0700529100529099,FALSE,FALSE,FALSE
oncogenic_pathway,PAAD,MYC,none,none,none,0,0,0,ProvGigaPath,GigaSSL,0.11000369139904,FALSE,FALSE,TRUE
oncogenic_pathway,PAAD,NOTCH,none,none,none,0,0,0,TITAN,GigaSSL,0.0328534514581022,FALSE,FALSE,TRUE
oncogenic_pathway,PAAD,PI3K,none,none,none,0,0,0,TITAN,TITAN,0.0333723653395782,FALSE,FALSE,FALSE
oncogenic_pathway,PAAD,RTK RAS,none,none,none,0,0,0,GigaSSL,ProvGigaPath,0.0789950789950792,FALSE,FALSE,TRUE
oncogenic_pathway,PAAD,TGF-Beta,none,none,none,0,0,0,TITAN,ProvGigaPath,0.0489369501466279,FALSE,FALSE,TRUE
oncogenic_pathway,PAAD,TP53,none,none,none,0,0,0,TITAN,TITAN,0.0396612270192108,FALSE,FALSE,FALSE
oncogenic_pathway,PCPG,Cell Cycle,representation specific,exactly two,all three,1,2,3,ProvGigaPath,ProvGigaPath,0.0856389986824767,TRUE,TRUE,FALSE
oncogenic_pathway,PCPG,RTK RAS,all three,all three,all three,3,3,3,ProvGigaPath,GigaSSL,0.107402031930333,FALSE,FALSE,TRUE
oncogenic_pathway,PRAD,Cell Cycle,none,none,none,0,0,0,TITAN,TITAN,0.00760617760617799,FALSE,FALSE,FALSE
oncogenic_pathway,PRAD,MYC,none,representation specific,representation specific,0,1,1,GigaSSL,TITAN,0.11616585529629,TRUE,FALSE,TRUE
oncogenic_pathway,PRAD,NOTCH,none,representation specific,representation specific,0,1,1,GigaSSL,TITAN,0.112705727452271,TRUE,FALSE,TRUE
oncogenic_pathway,PRAD,PI3K,representation specific,none,representation specific,1,0,1,TITAN,TITAN,0.0233002291825822,TRUE,TRUE,FALSE
oncogenic_pathway,PRAD,RTK RAS,none,none,none,0,0,0,TITAN,TITAN,0.0329822251481242,FALSE,FALSE,FALSE
oncogenic_pathway,PRAD,TGF-Beta,none,none,none,0,0,0,GigaSSL,GigaSSL,0.0193215339233039,FALSE,FALSE,FALSE
oncogenic_pathway,PRAD,TP53,none,representation specific,none,0,1,0,TITAN,ProvGigaPath,0.0430216802168019,TRUE,TRUE,TRUE
oncogenic_pathway,PRAD,WNT,none,exactly two,exactly two,0,2,2,ProvGigaPath,TITAN,0.0472868217054264,TRUE,FALSE,TRUE
oncogenic_pathway,READ,Cell Cycle,representation specific,none,exactly two,1,0,2,TITAN,GigaSSL,0.109335038363172,TRUE,TRUE,TRUE
oncogenic_pathway,READ,NOTCH,all three,representation specific,all three,3,1,3,ProvGigaPath,TITAN,0.0325091575091573,TRUE,TRUE,TRUE
