target_id,outcome_type,family,subfamily,tumor_type,endpoint,source,measurement_class,source_modality,direct_vs_inferred,derivation_algorithm,original_scale,transformation,analysed_patients,positive,negative,embedding_cohort_patients,missing_patients,missing_percent,expected_measurement_error,biological_interpretation,equivalence_caveat,same_histology_modality,source_reference,definition_group
binary::oncogenic_pathway::PRAD::MYC,binary,oncogenic_pathway,oncogenic_pathway,PRAD,MYC,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,389,41,348,402,13,3.23383084577114,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",MYC pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::PRAD::NOTCH,binary,oncogenic_pathway,oncogenic_pathway,PRAD,NOTCH,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,389,54,335,402,13,3.23383084577114,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",NOTCH pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::PRAD::PI3K,binary,oncogenic_pathway,oncogenic_pathway,PRAD,PI3K,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,389,131,258,402,13,3.23383084577114,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",PI3K pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::PRAD::RTK RAS,binary,oncogenic_pathway,oncogenic_pathway,PRAD,RTK RAS,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,389,58,331,402,13,3.23383084577114,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",RTK RAS pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::PRAD::TGF-Beta,binary,oncogenic_pathway,oncogenic_pathway,PRAD,TGF-Beta,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,389,25,364,402,13,3.23383084577114,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",TGF-Beta pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::PRAD::TP53,binary,oncogenic_pathway,oncogenic_pathway,PRAD,TP53,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,389,81,308,402,13,3.23383084577114,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",TP53 pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::PRAD::WNT,binary,oncogenic_pathway,oncogenic_pathway,PRAD,WNT,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,389,141,248,402,13,3.23383084577114,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",WNT pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::READ::Cell Cycle,binary,oncogenic_pathway,oncogenic_pathway,READ,Cell Cycle,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,81,35,46,156,75,48.0769230769231,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",Cell Cycle pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::READ::NOTCH,binary,oncogenic_pathway,oncogenic_pathway,READ,NOTCH,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,107,28,79,156,49,31.4102564102564,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",NOTCH pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::READ::PI3K,binary,oncogenic_pathway,oncogenic_pathway,READ,PI3K,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,107,25,82,156,49,31.4102564102564,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",PI3K pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::READ::RTK RAS,binary,oncogenic_pathway,oncogenic_pathway,READ,RTK RAS,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,107,76,31,156,49,31.4102564102564,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",RTK RAS pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::READ::TGF-Beta,binary,oncogenic_pathway,oncogenic_pathway,READ,TGF-Beta,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,107,27,80,156,49,31.4102564102564,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",TGF-Beta pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::SARC::Cell Cycle,binary,oncogenic_pathway,oncogenic_pathway,SARC,Cell Cycle,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,222,145,77,254,32,12.5984251968504,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",Cell Cycle pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::SARC::HIPPO,binary,oncogenic_pathway,oncogenic_pathway,SARC,HIPPO,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,222,25,197,254,32,12.5984251968504,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",HIPPO pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::SARC::NOTCH,binary,oncogenic_pathway,oncogenic_pathway,SARC,NOTCH,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,222,48,174,254,32,12.5984251968504,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",NOTCH pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::SARC::PI3K,binary,oncogenic_pathway,oncogenic_pathway,SARC,PI3K,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,222,62,160,254,32,12.5984251968504,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",PI3K pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::SARC::RTK RAS,binary,oncogenic_pathway,oncogenic_pathway,SARC,RTK RAS,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,222,86,136,254,32,12.5984251968504,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",RTK RAS pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::SARC::TP53,binary,oncogenic_pathway,oncogenic_pathway,SARC,TP53,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,222,146,76,254,32,12.5984251968504,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",TP53 pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::SARC::WNT,binary,oncogenic_pathway,oncogenic_pathway,SARC,WNT,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,222,32,190,254,32,12.5984251968504,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",WNT pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::STAD::Cell Cycle,binary,oncogenic_pathway,oncogenic_pathway,STAD,Cell Cycle,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,317,220,97,374,57,15.2406417112299,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",Cell Cycle pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::STAD::HIPPO,binary,oncogenic_pathway,oncogenic_pathway,STAD,HIPPO,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,327,70,257,374,47,12.5668449197861,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",HIPPO pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::STAD::MYC,binary,oncogenic_pathway,oncogenic_pathway,STAD,MYC,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,327,55,272,374,47,12.5668449197861,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",MYC pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::STAD::NOTCH,binary,oncogenic_pathway,oncogenic_pathway,STAD,NOTCH,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,327,125,202,374,47,12.5668449197861,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",NOTCH pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::STAD::PI3K,binary,oncogenic_pathway,oncogenic_pathway,STAD,PI3K,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,327,133,194,374,47,12.5668449197861,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",PI3K pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::STAD::RTK RAS,binary,oncogenic_pathway,oncogenic_pathway,STAD,RTK RAS,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,327,192,135,374,47,12.5668449197861,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",RTK RAS pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::STAD::TGF-Beta,binary,oncogenic_pathway,oncogenic_pathway,STAD,TGF-Beta,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,327,90,237,374,47,12.5668449197861,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",TGF-Beta pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::STAD::TP53,binary,oncogenic_pathway,oncogenic_pathway,STAD,TP53,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,327,184,143,374,47,12.5668449197861,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",TP53 pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::STAD::WNT,binary,oncogenic_pathway,oncogenic_pathway,STAD,WNT,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,327,120,207,374,47,12.5668449197861,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",WNT pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::TGCT::RTK RAS,binary,oncogenic_pathway,oncogenic_pathway,TGCT,RTK RAS,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,143,54,89,149,6,4.02684563758389,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",RTK RAS pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::THCA::Cell Cycle,binary,oncogenic_pathway,oncogenic_pathway,THCA,Cell Cycle,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,471,65,406,505,34,6.73267326732673,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",Cell Cycle pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::THCA::PI3K,binary,oncogenic_pathway,oncogenic_pathway,THCA,PI3K,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,478,21,457,505,27,5.34653465346535,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",PI3K pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::THCA::RTK RAS,binary,oncogenic_pathway,oncogenic_pathway,THCA,RTK RAS,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,478,403,75,505,27,5.34653465346535,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",RTK RAS pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::THCA::WNT,binary,oncogenic_pathway,oncogenic_pathway,THCA,WNT,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,478,62,416,505,27,5.34653465346535,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",WNT pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::UCEC::Cell Cycle,binary,oncogenic_pathway,oncogenic_pathway,UCEC,Cell Cycle,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,226,131,95,505,279,55.2475247524753,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",Cell Cycle pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::UCEC::HIPPO,binary,oncogenic_pathway,oncogenic_pathway,UCEC,HIPPO,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,468,132,336,505,37,7.32673267326733,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",HIPPO pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::UCEC::MYC,binary,oncogenic_pathway,oncogenic_pathway,UCEC,MYC,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,468,112,356,505,37,7.32673267326733,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",MYC pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::UCEC::NOTCH,binary,oncogenic_pathway,oncogenic_pathway,UCEC,NOTCH,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,468,183,285,505,37,7.32673267326733,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",NOTCH pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::UCEC::NRF2,binary,oncogenic_pathway,oncogenic_pathway,UCEC,NRF2,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,468,49,419,505,37,7.32673267326733,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",NRF2 pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::UCEC::PI3K,binary,oncogenic_pathway,oncogenic_pathway,UCEC,PI3K,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,468,437,31,505,37,7.32673267326733,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",PI3K pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::UCEC::RTK RAS,binary,oncogenic_pathway,oncogenic_pathway,UCEC,RTK RAS,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,468,271,197,505,37,7.32673267326733,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",RTK RAS pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::UCEC::TGF-Beta,binary,oncogenic_pathway,oncogenic_pathway,UCEC,TGF-Beta,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,468,63,405,505,37,7.32673267326733,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",TGF-Beta pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::UCEC::TP53,binary,oncogenic_pathway,oncogenic_pathway,UCEC,TP53,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,468,218,250,505,37,7.32673267326733,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",TP53 pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
binary::oncogenic_pathway::UCEC::WNT,binary,oncogenic_pathway,oncogenic_pathway,UCEC,WNT,SanchezVega2018_TableS4,composite genomic-context score,Integrated somatic mutation and copy-number alteration data,Derived binary pathway composite,Sanchez-Vega pathway-level matrix; a patient is positive when a source-defined member gene is altered; any altered primary aliquot defines positivity,Binary 0/1 pathway status,None,468,230,238,505,37,7.32673267326733,"Inherits platform, calling and pathway-membership uncertainty; different member alterations are collapsed into one label",WNT pathway alteration status,"Composite research label, not a single directly measured assay",FALSE,Sanchez-Vega et al. 2018 (10.1016/j.cell.2018.03.035),Oncogenic-pathway alteration
